,ctl_loading_date,ctl_loading,string_quantity,duplicated_by_loading,corrections,delay,day_of_week,cumulative_missing_days,rank
926,2020-10-01,23344405275,434,20,26,0 days,3,57,1
927,2020-10-02,50375568843,466,21,29,0 days,4,57,1
928,2020-10-03,77003059363,438,20,26,0 days,5,57,1
929,2020-10-04,54524762107,458,20,28,0 days,6,57,1
930,2020-10-05,43408095754,454,23,27,0 days,0,57,1
931,2020-10-06,17796546698,441,22,26,0 days,1,57,1
932,2020-10-07,17418118820,419,18,24,0 days,2,57,1
933,2020-10-08,22683794747,479,20,31,0 days,3,57,1
934,2020-10-09,12825733268,460,21,29,0 days,4,57,1
935,2020-10-10,34487784814,458,23,28,0 days,5,57,1
936,2020-10-11,51528958334,491,26,34,0 days,6,57,1
937,2020-10-12,47299055991,458,20,28,0 days,0,57,1
938,2020-10-13,50401001803,473,23,30,0 days,1,57,1
939,2020-10-14,43209510093,458,20,28,0 days,2,57,1
940,2020-10-15,8266714900,458,20,28,0 days,3,57,1
941,2020-10-16,66719670090,454,23,27,0 days,4,57,1
942,2020-10-17,28954445978,486,23,33,0 days,5,57,1
943,2020-10-18,74099852589,450,18,27,0 days,6,57,1
944,2020-10-19,42101946687,458,23,28,0 days,0,57,1
945,2020-10-20,73615385360,458,20,28,0 days,1,57,1
946,2020-10-21,43697936031,487,21,33,0 days,2,57,1
949,2020-10-25,55692604990,458,17,29,0 days,6,60,1
948,2020-10-25,33740146980,458,23,28,1 days,6,60,2
950,2020-10-25,67263482560,458,19,28,2 days,6,60,3
947,2020-10-25,24907841089,466,23,29,3 days,6,60,4
951,2020-10-26,35443874963,458,22,29,0 days,0,60,1
952,2020-10-27,18198874259,458,21,29,0 days,1,60,1
953,2020-10-28,36722674170,429,21,26,0 days,2,60,1
957,2020-11-02,91794121912,481,22,32,0 days,0,64,1
956,2020-11-02,63729355058,483,25,33,1 days,0,64,2
954,2020-11-02,53397451214,444,19,26,2 days,0,64,3
958,2020-11-02,97607519920,458,20,29,3 days,0,64,4
955,2020-11-02,62842620623,458,20,29,4 days,0,64,5
963,2020-11-07,86331921963,458,21,29,0 days,5,68,1
962,2020-11-07,82462976311,420,19,24,1 days,5,68,2
959,2020-11-07,14824882192,458,20,29,2 days,5,68,3
960,2020-11-07,18157574563,480,19,32,3 days,5,68,4
961,2020-11-07,74809767621,458,21,29,4 days,5,68,5
964,2020-11-08,89123539823,432,21,26,0 days,6,68,1
965,2020-11-09,64257107308,472,22,30,0 days,0,68,1
966,2020-11-10,75184944076,494,26,36,0 days,1,68,1
967,2020-11-11,32288827640,427,20,26,0 days,2,68,1
968,2020-11-12,50794379572,486,19,33,0 days,3,68,1
969,2020-11-13,33424703101,458,21,29,0 days,4,68,1
970,2020-11-14,68584847733,441,20,26,0 days,5,68,1
971,2020-11-15,70344699382,458,19,29,0 days,6,68,1
972,2020-11-16,3720035092,454,24,28,0 days,0,68,1
973,2020-11-17,74643337203,458,22,29,0 days,1,68,1
974,2020-11-18,11963977990,430,20,26,0 days,2,68,1
975,2020-11-19,26156045624,458,21,29,0 days,3,68,1
976,2020-11-20,90274324161,458,19,29,0 days,4,68,1
977,2020-11-21,66229452223,481,21,33,0 days,5,68,1
978,2020-11-22,18989134958,484,27,33,0 days,6,68,1
979,2020-11-23,68741246109,471,22,30,0 days,0,68,1
980,2020-11-24,88499001866,441,19,26,0 days,1,68,1
981,2020-11-25,80353570441,458,22,29,0 days,2,68,1
982,2020-11-26,58244816212,449,22,27,0 days,3,68,1
983,2020-11-27,25576026688,458,24,29,0 days,4,68,1
984,2020-11-28,65215271345,457,25,29,0 days,5,68,1
985,2020-11-29,7508497683,495,22,36,0 days,6,68,1
986,2020-11-30,81874557536,434,21,26,0 days,0,68,1
987,2020-12-01,53689126406,435,19,26,0 days,1,68,1
988,2020-12-02,60233565375,458,21,29,0 days,2,68,1
989,2020-12-03,66930816206,458,23,29,0 days,3,68,1
990,2020-12-04,18240891031,479,23,32,0 days,4,68,1
991,2020-12-05,51898120754,458,20,29,0 days,5,68,1
992,2020-12-06,57640573800,456,21,29,0 days,6,68,1
993,2020-12-07,88349343993,427,21,26,0 days,0,68,1
994,2020-12-08,20636696704,478,22,32,0 days,1,68,1
995,2020-12-09,78175715767,458,21,29,0 days,2,68,1
996,2020-12-10,21258820102,492,24,36,0 days,3,68,1
997,2020-12-11,86999915701,486,25,33,0 days,4,68,1
998,2020-12-12,5076719744,489,24,35,0 days,5,68,1
1000,2020-12-13,55527408257,466,19,29,0 days,6,68,1
999,2020-12-13,31627799795,15,0,15,250 days,6,68,2
1003,2020-12-17,38531885628,489,22,35,0 days,3,71,1
1001,2020-12-17,14826656436,454,22,28,1 days,3,71,2
1004,2020-12-17,62332436301,435,21,26,2 days,3,71,3
1002,2020-12-17,23008649905,458,19,29,3 days,3,71,4
1005,2020-12-18,20578577230,458,23,29,0 days,4,71,1
1006,2020-12-19,41830775130,458,20,29,0 days,5,71,1
1007,2020-12-20,21507309654,427,19,26,0 days,6,71,1
1008,2020-12-21,13171620561,431,19,26,0 days,0,71,1
1009,2020-12-22,75008607138,443,22,26,0 days,1,71,1
1010,2020-12-23,20093852487,488,20,35,0 days,2,71,1
1011,2020-12-24,1202842069,437,18,26,0 days,3,71,1
1012,2020-12-25,29677359234,490,26,35,0 days,4,71,1
1013,2020-12-26,72681995769,458,20,29,0 days,5,71,1
1014,2020-12-27,9933893534,469,23,30,0 days,6,71,1
1015,2020-12-28,71242894965,441,16,26,0 days,0,71,1
1016,2020-12-29,75413870197,458,20,29,0 days,1,71,1
1017,2020-12-30,58674828763,478,24,32,0 days,2,71,1
1018,2020-12-31,49446454966,458,19,29,0 days,3,71,1
1019,2021-01-01,11973813645,443,22,26,0 days,4,71,1
1020,2021-01-01,69007135567,16,0,16,68 days,4,71,2
1021,2021-01-02,41079371088,483,24,33,0 days,5,71,1
1022,2021-01-03,85495212987,443,22,26,0 days,6,71,1
1023,2021-01-04,91684653164,481,24,33,0 days,0,71,1
1024,2021-01-05,14771425981,426,20,26,0 days,1,71,1
1025,2021-01-06,85132516639,458,21,29,0 days,2,71,1
1026,2021-01-07,17237525970,458,25,29,0 days,3,71,1
1027,2021-01-07,48859175179,6,0,6,237 days,3,71,2
1028,2021-01-08,72206405257,481,23,33,0 days,4,71,1
1029,2021-01-09,67231410766,493,25,36,0 days,5,71,1
1030,2021-01-10,25014725454,458,22,29,0 days,6,71,1
1031,2021-01-11,76289957452,444,19,26,0 days,0,71,1
1032,2021-01-12,60428957786,462,20,29,0 days,1,71,1
1033,2021-01-13,45048429218,488,25,35,0 days,2,71,1
1034,2021-01-14,10133744982,430,19,26,0 days,3,71,1
1035,2021-01-15,84708356214,458,21,29,0 days,4,71,1
1036,2021-01-16,64598004323,460,20,29,0 days,5,71,1
1037,2021-01-17,49571819991,474,24,31,0 days,6,71,1
1038,2021-01-18,25817358321,464,21,29,0 days,0,71,1
1039,2021-01-19,39215090367,421,18,25,0 days,1,71,1
1040,2021-01-20,72899905006,458,20,29,0 days,2,71,1
1041,2021-01-21,34976797657,433,19,26,0 days,3,71,1
1042,2021-01-22,35412579562,434,21,26,0 days,4,71,1
1043,2021-01-23,36833123237,489,27,36,0 days,5,71,1
1044,2021-01-24,66120514179,474,21,31,0 days,6,71,1
1045,2021-01-25,89610568544,458,20,29,0 days,0,71,1
1046,2021-01-26,3634316966,464,23,29,0 days,1,71,1
1047,2021-01-27,72398273057,460,23,29,0 days,2,71,1
1048,2021-01-28,11444978859,436,18,26,0 days,3,71,1
1049,2021-01-29,98292180110,455,24,29,0 days,4,71,1
1050,2021-01-30,62826260896,495,23,36,0 days,5,71,1
1051,2021-01-31,36606641402,483,26,33,0 days,6,71,1
1052,2021-02-01,46686659592,458,21,29,0 days,0,71,1
1053,2021-02-01,92678506464,3,0,3,485 days,0,71,2
1054,2021-02-02,48211945913,436,18,26,0 days,1,71,1
1055,2021-02-03,60468564617,458,20,29,0 days,2,71,1
1056,2021-02-04,6455011359,491,23,36,0 days,3,71,1
1057,2021-02-05,33139383003,489,24,36,0 days,4,71,1
1058,2021-02-06,86824359263,458,25,29,0 days,5,71,1
1059,2021-02-07,93672094671,467,21,30,0 days,6,71,1
1060,2021-02-08,68174354290,458,18,29,0 days,0,71,1
1061,2021-02-09,41115436309,458,20,29,0 days,1,71,1
1062,2021-02-10,75714293821,433,18,26,0 days,2,71,1
1063,2021-02-11,40749581367,458,22,29,0 days,3,71,1
1064,2021-02-12,95604552468,458,24,29,0 days,4,71,1
1065,2021-02-13,16348978184,458,21,29,0 days,5,71,1
1066,2021-02-14,69057685997,424,22,26,0 days,6,71,1
1067,2021-02-15,16158535774,458,22,29,0 days,0,71,1
1068,2021-02-16,82886975034,458,20,29,0 days,1,71,1
1069,2021-02-17,5655544271,458,22,29,0 days,2,71,1
1070,2021-02-18,94306623927,478,27,33,0 days,3,71,1
1071,2021-02-19,18660338451,453,22,29,0 days,4,71,1
1072,2021-02-20,27663343893,458,20,29,0 days,5,71,1
1073,2021-02-21,78624684119,458,23,29,0 days,6,71,1
1074,2021-02-22,81978532672,451,24,29,0 days,0,71,1
1075,2021-02-23,41207550994,435,21,26,0 days,1,71,1
1076,2021-02-24,92217044924,475,26,33,0 days,2,71,1
1077,2021-02-25,60938741837,444,24,27,0 days,3,71,1
1078,2021-02-26,71856287749,493,25,36,0 days,4,71,1
1079,2021-02-27,16364542385,488,26,36,0 days,5,71,1
1080,2021-02-28,91126222163,466,25,30,0 days,6,71,1
1081,2021-03-01,25058080459,464,21,29,0 days,0,71,1
1082,2021-03-02,94064383314,493,25,36,0 days,1,71,1
1083,2021-03-03,999592206,437,21,26,0 days,2,71,1
1084,2021-03-04,8145172882,449,22,28,0 days,3,71,1
1085,2021-03-05,48937351216,458,21,29,0 days,4,71,1
1086,2021-03-06,31814967319,484,22,35,0 days,5,71,1
1087,2021-03-07,23624441405,476,24,33,0 days,6,71,1
1088,2021-03-10,9673710281,445,24,27,0 days,2,73,1
1090,2021-03-10,56515670042,475,24,33,1 days,2,73,2
1089,2021-03-10,28502326763,458,20,29,2 days,2,73,3
1091,2021-03-11,2759006467,458,22,29,0 days,3,73,1
1092,2021-03-12,54964303298,424,22,26,0 days,4,73,1
1093,2021-03-13,26525661342,424,19,26,0 days,5,73,1
1094,2021-03-14,24058244576,458,22,29,0 days,6,73,1
1095,2021-03-15,83231021831,488,26,36,0 days,0,73,1
1096,2021-03-16,2827709077,436,23,26,0 days,1,73,1
1097,2021-03-17,81076905563,458,21,29,0 days,2,73,1
1098,2021-03-18,58689134605,427,19,26,0 days,3,73,1
1099,2021-03-19,47197211182,467,22,31,0 days,4,73,1
1100,2021-03-20,46538579814,444,21,27,0 days,5,73,1
1101,2021-03-21,29911811437,439,19,26,0 days,6,73,1
1102,2021-03-22,40130417285,458,21,29,0 days,0,73,1
1103,2021-03-23,6084963276,420,22,26,0 days,1,73,1
1104,2021-03-24,47039139943,458,23,29,0 days,2,73,1
1105,2021-03-25,78586531979,483,25,35,0 days,3,73,1
1106,2021-03-26,52701150997,458,23,29,0 days,4,73,1
1107,2021-03-27,94324051207,458,20,29,0 days,5,73,1
1109,2021-03-31,24717948296,450,23,29,0 days,2,76,1
1110,2021-03-31,28448091881,458,25,29,1 days,2,76,2
1111,2021-03-31,47013800903,423,21,26,2 days,2,76,3
1108,2021-03-31,16672331375,480,24,33,3 days,2,76,4
1113,2021-04-01,81299103929,458,20,29,0 days,3,76,1
1112,2021-04-01,72591741378,30,1,30,133 days,3,76,2
1114,2021-04-02,47295499703,484,27,35,0 days,4,76,1
1115,2021-04-03,65861052783,458,23,29,0 days,5,76,1
1116,2021-04-03,86883584163,25,1,25,199 days,5,76,2
1117,2021-04-04,32919441835,419,21,26,0 days,6,76,1
1118,2021-04-05,40531670162,461,21,29,0 days,0,76,1
1119,2021-04-06,59228345199,458,23,29,0 days,1,76,1
1120,2021-04-07,36695677002,458,22,29,0 days,2,76,1
1121,2021-04-08,31681013206,419,21,26,0 days,3,76,1
1122,2021-04-09,51025788094,473,26,33,0 days,4,76,1
1123,2021-04-10,57814094227,482,26,35,0 days,5,76,1
1124,2021-04-11,8181434889,442,22,27,0 days,6,76,1
1125,2021-04-12,81394592767,458,22,29,0 days,0,76,1
1126,2021-04-13,69428035485,468,26,31,0 days,1,76,1
1127,2021-04-14,30072965351,430,24,26,0 days,2,76,1
1128,2021-04-15,77952583012,448,21,29,0 days,3,76,1
1129,2021-04-16,88957492800,423,20,26,0 days,4,76,1
1130,2021-04-17,10481604240,458,23,29,0 days,5,76,1
1131,2021-04-18,29847729543,458,25,29,0 days,6,76,1
1132,2021-04-19,91175432875,458,21,29,0 days,0,76,1
1133,2021-04-20,55962740180,458,23,29,0 days,1,76,1
1134,2021-04-21,48032014153,444,24,27,0 days,2,76,1
1135,2021-04-22,80762951595,458,22,29,0 days,3,76,1
1136,2021-04-23,40732281251,458,24,29,0 days,4,76,1
1137,2021-04-24,86929525678,422,21,26,0 days,5,76,1
1138,2021-04-25,25714775919,448,20,29,0 days,6,76,1
1139,2021-04-26,25391376315,432,21,26,0 days,0,76,1
1140,2021-04-27,50675597926,420,20,26,0 days,1,76,1
1141,2021-04-28,53727428441,467,24,31,0 days,2,76,1
1142,2021-04-29,59594426597,468,26,31,0 days,3,76,1
1143,2021-04-30,43247863320,440,20,27,0 days,4,76,1
1144,2021-05-01,88780169918,458,23,29,0 days,5,76,1
1145,2021-05-02,38997500956,430,21,26,0 days,6,76,1
1146,2021-05-03,12227029416,485,26,36,0 days,0,76,1
1147,2021-05-04,73471995596,440,21,27,0 days,1,76,1
1148,2021-05-05,51427314617,458,21,29,0 days,2,76,1
1149,2021-05-06,65911127952,467,20,31,0 days,3,76,1
1150,2021-05-06,87493646072,1,0,1,251 days,3,76,2
1151,2021-05-07,6390531672,458,22,29,0 days,4,76,1
1152,2021-05-08,8278827344,449,21,29,0 days,5,76,1
1153,2021-05-09,96640856631,458,20,29,0 days,6,76,1
1154,2021-05-10,56540496355,496,26,36,0 days,0,76,1
1155,2021-05-11,8002177563,472,26,33,0 days,1,76,1
1156,2021-05-12,26703945398,458,20,29,0 days,2,76,1
1157,2021-05-13,57199191868,461,22,30,0 days,3,76,1
1158,2021-05-14,55383811747,458,25,29,0 days,4,76,1
1159,2021-05-15,52668717397,458,26,29,0 days,5,76,1
1160,2021-05-16,26811902380,458,21,29,0 days,6,76,1
1161,2021-05-17,10981954438,458,23,29,0 days,0,76,1
1162,2021-05-18,86250109360,492,23,36,0 days,1,76,1
1163,2021-05-19,88718927689,458,19,29,0 days,2,76,1
1164,2021-05-20,12814697158,445,24,28,0 days,3,76,1
1165,2021-05-21,61466974258,458,21,29,0 days,4,76,1
1166,2021-05-22,70182672098,424,22,26,0 days,5,76,1
1167,2021-05-23,57507250244,458,24,29,0 days,6,76,1
1168,2021-05-24,44857121415,449,22,29,0 days,0,76,1
1169,2021-05-25,27391356896,224,6,7,0 days,1,76,1
1170,2021-05-26,81715285810,464,23,31,0 days,2,76,1
1172,2021-05-27,65542934963,426,20,26,0 days,3,76,1
1171,2021-05-27,61492939077,234,10,22,2 days,3,76,2
1173,2021-05-28,27390603193,458,22,29,0 days,4,76,1
1174,2021-05-29,89064810370,218,6,6,0 days,5,76,1
1175,2021-05-30,14191745188,472,25,33,0 days,6,76,1
1176,2021-05-31,20810789474,465,23,31,0 days,0,76,1
1177,2021-06-01,14120632165,458,21,29,0 days,1,76,1
1178,2021-06-01,72828354413,272,11,30,3 days,1,76,2
1179,2021-06-02,62886788467,463,22,31,0 days,2,76,1
1180,2021-06-03,52173457540,453,21,29,0 days,3,76,1
1181,2021-06-04,34040951345,494,23,36,0 days,4,76,1
1182,2021-06-05,74762200621,435,18,26,0 days,5,76,1
1183,2021-06-06,47554524301,458,22,29,0 days,6,76,1
1186,2021-06-10,45564249670,458,23,29,0 days,3,79,1
1187,2021-06-10,76389445330,486,22,36,1 days,3,79,2
1184,2021-06-10,4667224702,490,27,36,2 days,3,79,3
1185,2021-06-10,22188135428,309,11,13,3 days,3,79,4
1188,2021-06-11,72527831809,458,23,29,0 days,4,79,1
1189,2021-06-12,24033715795,458,21,29,0 days,5,79,1
1190,2021-06-13,10731222542,434,20,26,0 days,6,79,1
1191,2021-06-14,20920434465,458,24,30,0 days,0,79,1
1192,2021-06-15,1860969111,481,26,36,0 days,1,79,1
1193,2021-06-15,35436260768,149,6,16,8 days,1,79,2
1194,2021-06-16,48622064044,462,21,31,0 days,2,79,1
1195,2021-06-17,36717868960,437,18,27,0 days,3,79,1
1196,2021-06-18,75333151211,458,25,30,0 days,4,79,1
1197,2021-06-19,39128334237,423,19,26,0 days,5,79,1
1198,2021-06-20,70032091157,458,26,30,0 days,6,79,1
1199,2021-06-21,39072556414,439,20,27,0 days,0,79,1
1200,2021-06-22,64757438213,482,23,36,0 days,1,79,1
1201,2021-06-23,59138913927,458,22,30,0 days,2,79,1
1202,2021-06-24,39795400070,426,21,26,0 days,3,79,1
1203,2021-06-25,39227500503,423,22,26,0 days,4,79,1
1204,2021-06-25,89401380788,4,0,4,1051 days,4,79,2
1205,2021-06-26,46855039447,428,20,26,0 days,5,79,1
1206,2021-06-27,93103985861,442,20,28,0 days,6,79,1
1207,2021-06-28,36042386075,493,27,36,0 days,0,79,1
1208,2021-06-29,80745693837,428,23,26,0 days,1,79,1
1209,2021-06-30,34821077260,458,27,30,0 days,2,79,1
1210,2021-07-01,7735360798,486,26,36,0 days,3,79,1
1211,2021-07-02,86203089619,458,22,30,0 days,4,79,1
1212,2021-07-03,11965470752,458,22,30,0 days,5,79,1
1213,2021-07-04,12463983636,458,26,30,0 days,6,79,1
1214,2021-07-05,78535491035,458,23,30,0 days,0,79,1
1215,2021-07-06,11693398666,447,23,29,0 days,1,79,1
1216,2021-07-07,48822144131,428,22,26,0 days,2,79,1
1217,2021-07-08,69277859799,458,24,30,0 days,3,79,1
1218,2021-07-09,85846410931,449,22,29,0 days,4,79,1
1219,2021-07-10,72139157935,458,22,30,0 days,5,79,1
1220,2021-07-11,3747202762,481,30,36,0 days,6,79,1
1221,2021-07-12,47052259714,431,23,26,0 days,0,79,1
1226,2021-07-18,61928849846,419,24,26,0 days,6,84,1
1225,2021-07-18,61200011221,494,23,36,1 days,6,84,2
1222,2021-07-18,13423692623,458,25,31,2 days,6,84,3
1223,2021-07-18,39790682550,444,24,29,3 days,6,84,4
1224,2021-07-18,41148157021,478,31,35,4 days,6,84,5
1227,2021-07-18,67913512668,458,24,30,5 days,6,84,6
1228,2021-07-19,17663010026,445,21,29,0 days,0,84,1
1229,2021-07-20,25131670933,458,23,31,0 days,1,84,1
1230,2021-07-21,96772293017,458,24,31,0 days,2,84,1
1231,2021-07-22,1018780453,440,21,28,0 days,3,84,1
1232,2021-07-23,26226737263,444,24,29,0 days,4,84,1
1233,2021-07-24,50656141169,458,22,31,0 days,5,84,1
1234,2021-07-25,63767274693,458,22,31,0 days,6,84,1
1235,2021-07-26,53016357226,429,21,26,0 days,0,84,1
1236,2021-07-27,3196698946,453,20,29,0 days,1,84,1
1237,2021-07-28,19986693329,429,21,26,0 days,2,84,1
1238,2021-07-29,17564021846,441,20,28,0 days,3,84,1
1239,2021-07-30,34581491839,484,23,36,0 days,4,84,1
1240,2021-07-31,58607894668,458,22,31,0 days,5,84,1
1241,2021-08-01,41097039980,485,29,36,0 days,6,84,1
1242,2021-08-02,53483031799,467,27,33,0 days,0,84,1
1243,2021-08-03,63381532079,460,26,31,0 days,1,84,1
1244,2021-08-04,27150982370,473,27,34,0 days,2,84,1
1245,2021-08-05,27218208295,457,22,31,0 days,3,84,1
1246,2021-08-06,78083104954,468,22,33,0 days,4,84,1
1247,2021-08-07,96619560391,434,22,27,0 days,5,84,1
1248,2021-08-08,35041569496,427,20,26,0 days,6,84,1
1249,2021-08-09,66815053873,461,25,31,0 days,0,84,1
1250,2021-08-10,6668336883,486,28,36,0 days,1,84,1
1251,2021-08-11,4525779854,469,21,33,0 days,2,84,1
1252,2021-08-12,32997670572,458,22,31,0 days,3,84,1
1253,2021-08-13,20140293960,458,23,31,0 days,4,84,1
1254,2021-08-14,97177664392,489,27,36,0 days,5,84,1
1255,2021-08-15,27083291066,443,25,29,0 days,6,84,1
1256,2021-08-16,95005164954,444,25,29,0 days,0,84,1
1257,2021-08-17,37898873042,468,26,33,0 days,1,84,1
1258,2021-08-18,91579960184,496,27,36,0 days,2,84,1
1262,2021-08-22,97597063522,429,22,26,0 days,6,87,1
1260,2021-08-22,89969328791,458,25,31,1 days,6,87,2
1259,2021-08-22,70168087098,478,29,36,2 days,6,87,3
1261,2021-08-22,90318945553,469,24,33,3 days,6,87,4
1263,2021-08-23,69413697018,436,20,27,0 days,0,87,1
1265,2021-08-24,67336761228,450,23,29,0 days,1,87,1
1264,2021-08-24,12743896716,22,1,22,695 days,1,87,2
1266,2021-08-25,10559740943,476,30,36,0 days,2,87,1
1267,2021-08-26,51750998081,485,25,36,0 days,3,87,1
1269,2021-08-27,62877932527,458,24,31,0 days,4,87,1
1268,2021-08-27,185831633,24,1,24,1171 days,4,87,2
1270,2021-08-28,98467715900,447,21,29,0 days,5,87,1
1271,2021-08-29,93640302178,430,21,26,0 days,6,87,1
1272,2021-08-30,6997311863,427,21,26,0 days,0,87,1
1273,2021-08-31,23461169477,472,24,34,0 days,1,87,1
1274,2021-09-01,44036385028,421,21,26,0 days,2,87,1
1275,2021-09-01,96719318206,3,0,3,208 days,2,87,2
1276,2021-09-02,52220465782,458,23,31,0 days,3,87,1
1277,2021-09-03,17004797699,458,24,31,0 days,4,87,1
1279,2021-09-08,24477898842,458,24,31,0 days,2,91,1
1282,2021-09-08,97327396365,458,23,31,1 days,2,91,2
1278,2021-09-08,2156910803,458,23,31,2 days,2,91,3
1280,2021-09-08,33228786821,458,28,31,3 days,2,91,4
1281,2021-09-08,86515447316,461,23,32,4 days,2,91,5
1283,2021-09-09,88572422303,435,21,27,0 days,3,91,1
1284,2021-09-10,11171055887,446,25,29,0 days,4,91,1
1285,2021-09-11,68076687981,472,26,35,0 days,5,91,1
1288,2021-09-14,91158987531,438,21,28,0 days,1,93,1
1286,2021-09-14,25987033747,474,22,35,1 days,1,93,2
1287,2021-09-14,85575631927,478,28,36,2 days,1,93,3
1289,2021-09-15,47098850901,461,24,32,0 days,2,93,1
1290,2021-09-16,64445989088,496,25,36,0 days,3,93,1
1291,2021-09-17,97396282425,440,22,29,0 days,4,93,1
1292,2021-09-18,68924469489,484,26,36,0 days,5,93,1
1293,2021-09-19,31575260301,458,25,31,0 days,6,93,1
1294,2021-09-19,89237937781,40,1,40,449 days,6,93,2
1295,2021-09-20,68612855568,458,24,31,0 days,0,93,1
1296,2021-09-21,27944505394,459,25,31,0 days,1,93,1
1297,2021-09-22,5912673161,470,25,34,0 days,2,93,1
1299,2021-09-23,91951504345,458,25,31,0 days,3,93,1
1298,2021-09-23,5288979559,22,1,22,716 days,3,93,2
1300,2021-09-24,10067682650,451,23,29,0 days,4,93,1
1301,2021-09-25,76926865390,458,23,31,0 days,5,93,1
1302,2021-09-26,64839020276,458,23,31,0 days,6,93,1
1303,2021-09-27,56966841319,425,20,26,0 days,0,93,1
1304,2021-09-28,30845026649,491,29,36,0 days,1,93,1
1305,2021-09-29,94224884290,489,28,36,0 days,2,93,1
1306,2021-09-30,61774396160,458,25,31,0 days,3,93,1
1307,2021-10-01,49746339087,446,23,29,0 days,4,93,1
1308,2021-10-02,31969964003,431,20,27,0 days,5,93,1
1310,2021-10-06,27968614620,476,28,36,0 days,2,96,1
1311,2021-10-06,53314690363,443,21,29,1 days,2,96,2
1309,2021-10-06,6423124613,458,25,31,2 days,2,96,3
1312,2021-10-06,86985667007,435,26,28,3 days,2,96,4
1313,2021-10-07,19518556012,442,26,29,0 days,3,96,1
1314,2021-10-07,90793815339,39,1,39,827 days,3,96,2
1315,2021-10-08,70621528361,429,22,27,0 days,4,96,1
1316,2021-10-09,96290381346,458,26,31,0 days,5,96,1
1317,2021-10-10,22889401243,458,25,31,0 days,6,96,1
1318,2021-10-11,36224302116,420,23,26,0 days,0,96,1
1319,2021-10-11,70966401458,19,1,19,103 days,0,96,2
1320,2021-10-12,52019078167,483,27,36,0 days,1,96,1
1321,2021-10-13,71304746505,458,25,31,0 days,2,96,1
1322,2021-10-14,3372015028,465,24,33,0 days,3,96,1
1323,2021-10-15,67490073960,431,22,27,0 days,4,96,1
1324,2021-10-16,12088562097,458,25,31,0 days,5,96,1
1325,2021-10-17,79832656403,458,25,31,0 days,6,96,1
1326,2021-10-18,22193243149,472,26,35,0 days,0,96,1
1327,2021-10-19,98357067480,458,23,31,0 days,1,96,1
1328,2021-10-20,40097555937,458,24,31,0 days,2,96,1
1329,2021-10-21,64882799700,458,23,31,0 days,3,96,1
1330,2021-10-22,49536717135,495,22,36,0 days,4,96,1
1331,2021-10-23,34927616305,458,27,31,0 days,5,96,1
1332,2021-10-24,7567211445,472,24,35,0 days,6,96,1
1333,2021-10-25,35027561101,496,28,36,0 days,0,96,1
1334,2021-10-26,84401951457,458,24,31,0 days,1,96,1
1335,2021-10-27,56851348064,420,21,25,0 days,2,96,1
1336,2021-10-28,30778608146,427,20,26,0 days,3,96,1
1337,2021-10-29,1118175912,424,18,25,0 days,4,96,1
1338,2021-10-30,83374377657,419,21,25,0 days,5,96,1
1339,2021-10-31,41917790043,442,23,28,0 days,6,96,1
1340,2021-11-01,15517392684,458,23,31,0 days,0,96,1
1341,2021-11-02,91316358738,448,25,28,0 days,1,96,1
1342,2021-11-03,82930937611,427,23,26,0 days,2,96,1
1343,2021-11-04,92785507269,458,24,31,0 days,3,96,1
1344,2021-11-05,73503357958,458,26,31,0 days,4,96,1
1345,2021-11-06,42417013787,470,28,34,0 days,5,96,1
1346,2021-11-07,42271056111,497,25,36,0 days,6,96,1
1347,2021-11-08,39309241580,440,23,28,0 days,0,96,1
1348,2021-11-09,49145723052,423,21,25,0 days,1,96,1
1351,2021-11-13,51737277220,458,24,31,0 days,5,99,1
1350,2021-11-13,38852594698,485,25,36,1 days,5,99,2
1349,2021-11-13,2492591026,463,25,32,2 days,5,99,3
1352,2021-11-13,53387067065,469,25,34,3 days,5,99,4
1353,2021-11-14,36091428670,425,19,25,0 days,6,99,1
1354,2021-11-15,64782147322,465,25,32,0 days,0,99,1
1355,2021-11-16,26439642809,495,27,36,0 days,1,99,1
1356,2021-11-17,93978136566,458,25,31,0 days,2,99,1
1357,2021-11-18,9520390818,421,23,25,0 days,3,99,1
1358,2021-11-19,82444839949,493,28,36,0 days,4,99,1
1360,2021-11-20,69202733691,464,25,32,0 days,5,99,1
1359,2021-11-20,3281671404,7,0,7,1084 days,5,99,2
1361,2021-11-21,32269326356,462,24,32,0 days,6,99,1
1362,2021-11-22,39661797960,448,24,29,0 days,0,99,1
1363,2021-11-23,59540899112,458,25,32,0 days,1,99,1
1364,2021-11-24,22514684742,458,23,32,0 days,2,99,1
1365,2021-11-25,44042614861,481,27,35,0 days,3,99,1
1366,2021-11-26,78990828047,458,25,32,0 days,4,99,1
1367,2021-11-27,71390445889,459,26,32,0 days,5,99,1
1368,2021-11-28,46229785713,421,21,25,0 days,6,99,1
1369,2021-11-29,75666933173,458,24,32,0 days,0,99,1
1370,2021-11-30,2828912108,458,22,32,0 days,1,99,1
1371,2021-12-01,38451027260,488,26,36,0 days,2,99,1
1372,2021-12-02,57944342196,441,25,28,0 days,3,99,1
1373,2021-12-03,55298367959,495,29,36,0 days,4,99,1
1374,2021-12-04,48395529231,433,20,27,0 days,5,99,1
1375,2021-12-05,40706768885,458,27,32,0 days,6,99,1
1376,2021-12-06,27813579991,458,24,32,0 days,0,99,1
1377,2021-12-07,89048708292,442,22,28,0 days,1,99,1
